vote_id;vote_date;question;issue;title;yeas;nays
321;03-Dec;On the Motion;H.R. 3762;Motion to Waive All Applicable Budgetary Discipline Re: Manchin Amdt. No. 2908, To protect Second Amendment rights, ensure that all individuals who should be prohibited from buying a firearm are listed in the National Instant Criminal Background Check System, and provide a responsible and consistent background check process.;48;50
320;03-Dec;On the Motion;H.R. 3762;Motion to Waive All Applicable Budgetary Discipline Re: Grassley Amdt. No. 2914, To address gun violence, improve the availability of records to the National Instant Criminal Background Check System, address mental illness in the criminal justice system, and end straw purchases and trafficking of illegal firearms, and for other purposes.;53;46
319;03-Dec;On the Motion;H.R. 3762;Motion to Waive All Applicable Budgetary Discipline Re: Feinstein Amdt. No. 2910, To increase public safety by permitting the Attorney General to deny the transfer of firearms or the issuance of firearms and explosives licenses to known or suspected dangerous terrorists.;45;54
318;03-Dec;On the Motion;H.R. 3762;Motion to Waive All Applicable Budgetary Discipline Re: Cornyn Amdt. No. 2912, Relating to the Protect America Act of 2015.;55;44
317;03-Dec;On the Motion;H.R. 3762;Motion to Waive All Applicable Budgetary Discipline Re: Shaheen Amdt. No. 2892, To improve mental health and substance use prevention and treatment.;47;52
316;03-Dec;On the Amendment;H.R. 3762;Heller Amdt. No. 2882, To strike the reinstatement of the tax on employee health insurance premiums and health plan benefits.;90;10
315;03-Dec;On the Motion;H.R. 3762;Motion to Waive All Applicable Budgetary Discipline Re: Casey Amdt. No. 2893, To amend the Internal Revenue Code of 1986 to establish a credit for married couples who are both employed and have young children, and for other purposes.;46;54
314;03-Dec;On the Amendment;H.R. 3762;Collins Amdt. No. 2885, To improve the bill.;48;52
313;03-Dec;On the Motion;H.R. 3762;Motion to Waive All Applicable Budgetary Discipline Re: Brown Amdt. No. 2883, To maintain the 100 percent FMAP for the Medicaid expansion population.;45;55
312;03-Dec;On the Amendment;H.R. 3762;Johnson Amdt. No. 2875, To amend the Patient Protection and Affordable Care Act to ensure that individuals can keep their health insurance coverage.;56;44
311;03-Dec;On the Motion to Table;H.R. 3762;Motion to Table Murray Amdt. No. 2876, To ensure that this Act does not increase the number of uninsured women or increase the number of unintended pregnancies by establishing a women's health care and clinic security and safety fund.;54;46
310;30-Nov;On the Nomination;PN420;Nomination Gayle Smith, of Ohio, to be Administrator of the United States Agency for International Development;79;7
309;19-Nov;On the Nomination;PN629;Nomination Peter William Bodde, of Maryland, to be Ambassador to Libya;95;0
308;18-Nov;On the Cloture Motion;S. 1177;Motion to Invoke Cloture on the Motion to Disagree to the House Amendment, Agree to the Request for Conference, and Authorize the Presiding Officer to Appoint Conferees Re: S. 1177, An original bill to reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves.;91;6
307;17-Nov;On the Joint Resolution;S.J.Res. 23;S.J.Res. 23, A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Environmental Protection Agency relating to "Standards of Performance for Greenhouse Gas Emissions from New, Modified, and Reconstructed Stationary Sources: Electric Utility Generating Units".;52;46
306;17-Nov;On the Joint Resolution;S.J.Res. 24;S.J.Res. 24, A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Environmental Protection Agency relating to "Carbon Pollution Emission Guidelines for Existing Stationary Sources: Electric Utility Generating Units".;52;46
305;16-Nov;On the Nomination;PN15;Nomination LaShann Moutique DeArcy Hall, of New York, to be U.S. District Judge for the Eastern District;93;1
304;10-Nov;On the Motion;H.R. 22;Wicker Motion to Instruct Conferees (Re: Combination Length Limitations), An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.;56;31
303;10-Nov;On the Cloture Motion;H.R. 22;Motion to Invoke Cloture on the Motion to Disagree to the House Amendment to the Senate Amendment to H.R. 22, Agree to the Request for Conference, and Authorize Conferees to be Appointed, An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.;82;7
302;10-Nov;On Passage of the Bill;H.R. 2029;H.R. 2029 As Amended, A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.;93;0
301;10-Nov;On the Motion;S. 1356;Motion to Concur in the House Amendment to S. 1356, An act to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.;91;3
300;09-Nov;On the Nomination;PN569;Confirmation Scott Allen, of Maryland, to be Director of the European Bank for Reconstruction and Development;83;0
299;05-Nov;On the Motion to Proceed;H.R. 2029;Motion to Proceed to H.R. 2029, A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.;93;0
298;05-Nov;On Cloture on the Motion to Proceed;H.R. 2685;Motion to Invoke Cloture on the Motion to Proceed to H.R. 2685, A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2016, and for other purposes.;51;44
297;04-Nov;On the Joint Resolution;S.J.Res. 22;S. J. Res. 22, A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of "waters of the United States" under the Federal Water Pollution Control Act.;53;44
296;03-Nov;On the Motion to Proceed;S.J.Res. 22;Motion to Proceed to S. J. Res. 22, A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of "waters of the United States" under the Federal Water Pollution Control Act.;55;43
295;03-Nov;On Cloture on the Motion to Proceed;S. 1140;Motion to Invoke Cloture on the Motion to Proceed to S. 1140, A bill to require the Secretary of the Army and the Administrator of the Environmental Protection Agency to propose a regulation revising the definition of the term "waters of the United States", and for other purposes.;57;41
294;30-Oct;On the Motion;H.R. 1314;Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1314, A bill to amend the Internal Revenue Code of 1986 to provide for a right to an administrative appeal relating to adverse determinations of tax-exempt status of certain organizations.;64;35
293;30-Oct;On the Motion;H.R. 1314;Motion to Waive All Applicable Budgetary Discipline Re: Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1314, A bill to amend the Internal Revenue Code of 1986 to provide for a right to an administrative appeal relating to adverse determinations of tax-exempt status of certain organizations.;64;35
292;30-Oct;On the Cloture Motion;H.R. 1314;Motion to Invoke Cloture in the House Amendment to the Senate Amendment to H.R. 1314, A bill to amend the Internal Revenue Code of 1986 to provide for a right to an administrative appeal relating to adverse determinations of tax-exempt status of certain organizations.;63;35
291;27-Oct;On Passage of the Bill;S. 754;S. 754, As Amended, An original bill to improve cybersecurity in the United States through enhanced sharing of information about cybersecurity threats, and for other purposes.;74;21
290;27-Oct;On the Amendment;S. 754;Cotton Amdt. No. 2581, As Modified, To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.;22;73
289;27-Oct;On the Amendment;S. 754;Coons Amdt. No. 2552, As Further Modified, To modify section 105 to require DHS to review all cyber threat indicators and countermeasures in order to remove certain personal information.;41;54
288;27-Oct;On the Amendment;S. 754;Franken Amdt. No. 2612 As Further Modified, To improve the definitions of cybersecurity threat and cyber threat indicator.;35;60
287;27-Oct;On the Amendment;S. 754;Leahy Amdt. No. 2587, As Modified, To strike the FOIA exemption.;37;59
286;27-Oct;On the Amendment;S. 754;Heller Amdt. No. 2548, As Modified, To protect information that is reasonably believed to be personal information or information that identifies a specific person.;47;49
285;27-Oct;On the Amendment;S. 754;Wyden Amdt. No. 2621, As Modified, To improve the requirements relating to removal of personal information from cyber threat indicators before sharing.;41;55
284;26-Oct;On the Nomination;PN154;Confirmation Lawrence Joseph Vilardo, of New York, to be U.S. District Judge for the Western District;88;0
283;22-Oct;On the Nomination;PN581;Nomination Julie Furuta-Toy, of Wyoming, to be Ambassador to the Republic of Equatorial Guinea;93;0
282;22-Oct;On the Amendment;S. 754;Paul Amdt. No. 2564 As Modified, To prohibit liability immunity to applying to private entities that break user or privacy agreements with customers.;32;65
281;22-Oct;On the Cloture Motion;S. 754;Motion to Invoke Cloture Burr Amdt. No. 2716, In the nature of a substitute.;83;14
280;20-Oct;On Cloture on the Motion to Proceed;S. 2146;Motion to Invoke Cloture on the Motion to Proceed to S. 2146, A bill to hold sanctuary jurisdictions accountable for defying Federal law, to increase penalties for individuals who illegally reenter the United States after being removed, and to provide liability protection for State and local law enforcement who cooperate with Federal law enforcement and for other purposes.;54;45
279;20-Oct;On the Nomination;PN13;Confirmation Ann Donnelly, of New York, to be U.S. District Judge for the Eastern District;95;2
278;08-Oct;On Cloture on the Motion to Proceed;H.R. 2028;Motion to Invoke Cloture Re: Motion to Proceed to H.R. 2028, A bill making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2016, and for other purposes.;49;47
277;07-Oct;On the Conference Report;H.R. 1735;Conference Report to Accompany H.R. 1735, An act to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.;70;27
276;07-Oct;On the Motion;H.R. 1735;Motion to Waive All Applicable Budgetary Discipline Re: Conference Report to Accompany H.R. 1735, An act to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.;71;26
275;06-Oct;On the Cloture Motion;H.R. 1735;Motion to Invoke Cloture Re: Conference Report to Accompany H.R. 1735, An act to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.;73;26
274;05-Oct;On the Nomination;PN14;Confirmation Dale A. Drozd, of California, to be U.S. District Judge for the Eastern District;69;21
273;01-Oct;On Cloture on the Motion to Proceed;H.R. 2029;Motion to Invoke Cloture on the Motion to Proceed to H.R. 2029, A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.;50;44
272;30-Sep;On the Motion;H.R. 719;Motion to Concur in the House Amendment to the Senate Amendment to H.R. 719 with Further Amendment, A bill to require the Transportation Security Administration to conform to existing Federal law and regulations regarding criminal investigator positions, and for other purposes.;78;20
271;28-Sep;On the Cloture Motion;H.R. 719;Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment with Further Amendment to H.R. 719, A bill to require the Transportation Security Administration to conform to existing Federal law and regulations regarding criminal investigator positions, and for other purposes.;77;19
270;24-Sep;On the Cloture Motion;H.J.Res. 61;Motion to Invoke Cloture on Cochran Amdt. No. 2669, Making continuing appropriations for the fiscal year ending September 30, 2016, and for other purposes.;47;52
269;22-Sep;On Cloture on the Motion to Proceed;H.R. 2685;Motion to Invoke Cloture on the Motion to Proceed to H.R. 2685, Upon Reconsideration, A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2016, and for other purposes.;54;42
268;22-Sep;On Cloture on the Motion to Proceed;H.R. 36;Motion to Invoke Cloture on the Motion to Proceed to H.R. 36, A bill to amend title 18, United States Code, to protect pain-capable unborn children, and for other purposes.;54;42
267;17-Sep;On the Cloture Motion;H.J.Res. 61;Motion to Invoke Cloture on McConnell Amdt. No. 2640, In the nature of a substitute.;56;42
266;17-Sep;On the Cloture Motion;H.J.Res. 61;Motion to Invoke Cloture on McConnell Amdt. No. 2656, To prohibit the President from waiving, suspending, reducing, providing relief from, or otherwise limiting the application of sanctions pursuant to an agreement related to the nuclear program of Iran.;53;45
265;15-Sep;On the Cloture Motion;H.J.Res. 61;Motion to Invoke Cloture on McConnell Amdt. No. 2640, In the nature of a substitute.;56;42
264;10-Sep;On the Cloture Motion;H.J.Res. 61;Motion to Invoke Cloture on McConnell Amdt. No. 2640, In the nature of a substitute.;58;42
263;08-Sep;On the Nomination;PN17;Confirmation Roseann A. Ketchmark, of Missouri, to be U.S. District Judge for the Western District;96;0
262;03-Aug;On Cloture on the Motion to Proceed;S. 1881;Motion to Invoke Cloture on the Motion to Proceed to S. 1881, A bill to prohibit Federal funding of Planned Parenthood Federation of America.;53;46
261;30-Jul;On Passage of the Bill;H.R. 3236;H.R. 3236, A bill to provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund, to provide resource flexibility to the Department of Veterans Affairs for health care services, and for other purposes.;91;4
260;30-Jul;On Passage of the Bill;H.R. 22;H.R. 22 As Amended, An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.;65;34
259;29-Jul;On the Cloture Motion;H.R. 22;Motion to Invoke Cloture on H.R. 22 As Amended, An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.;65;35
258;29-Jul;On the Amendment;H.R. 22;McConnell Amdt. No. 2266 As Amended, In the nature of a substitute.;62;38
257;27-Jul;On the Cloture Motion;H.R. 22;Motion to Invoke Cloture on McConnell Amdt. No. 2266, As Modified, In the nature of a substitute.;62;32
256;27-Jul;On the Amendment;H.R. 22;Kirk Amdt. No. 2327, To reauthorize and reform the Export-Import Bank of the United States.;64;29
255;27-Jul;On the Motion for Attendance;H.R. 22;Motion to Instruct the Sergeant at Arms, An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.;79;14
254;26-Jul;On the Cloture Motion;H.R. 22;Motion to Invoke Cloture on Kirk Amdt. No. 2327, To reauthorize and reform the Export-Import Bank of the United States.;67;26
253;26-Jul;On the Cloture Motion;H.R. 22;Motion to Invoke Cloture on McConnell Amdt. No. 2328, To repeal the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act of 2010 entirely.;49;43
252;24-Jul;On the Motion to Proceed;H.R. 22;Motion to Proceed to H.R. 22, An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.;51;26
251;22-Jul;On Cloture on the Motion to Proceed;H.R. 22;Upon Reconsideration Motion to Invoke Cloture on the Motion to Proceed to H.R. 22, An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.;62;36
250;21-Jul;On Cloture on the Motion to Proceed;H.R. 22;Motion to Invoke Cloture on the Motion to Proceed to H.R. 22, An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.;41;56
249;16-Jul;On Passage of the Bill;S. 1177;S. 1177 As Amended, An original bill to reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves.;81;17
248;16-Jul;On the Cloture Motion;S. 1177;Motion to Invoke Cloture on S. 1177, An original bill to reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves.;79;18
247;16-Jul;On the Amendment;S. 1177;Casey Amdt. No. 2242, To establish a Federal-State partnership to provide access to high-quality public prekindergarten programs from low-income and moderate-income families to ensure that they enter kindergarten prepared for success, and for other purposes.;45;52
246;16-Jul;On the Amendment;S. 1177;Brown Amdt. No. 2100, To amend title V of the Elementary and Secondary Education Act of 1965 to establish a full-service community schools grant program.;53;44
245;16-Jul;On the Amendment;S. 1177;Burr Amdt. No. 2247 As Modified, To amend the allocation of funds under subpart 2 of part A of title I of the Elementary and Secondary Education Act of 1965.;59;39
244;16-Jul;On the Amendment;S. 1177;Coons Amdt. No. 2243, To authorize the establishment of American Dream Accounts.;68;30
243;16-Jul;On the Amendment;S. 1177;Sanders Amdt. No. 2177, To provide for youth jobs, and for other purposes.;43;55
242;16-Jul;On the Amendment;S. 1177;Cruz Amdt. No. 2180, To provide for State-determined assessment and accountability systems, and for other purposes.;40;58
241;15-Jul;On the Amendment;S. 1177;Murphy Amdt. No. 2241, To amend the accountability provisions.;43;54
240;15-Jul;On the Amendment;S. 1177;Kirk Amdt. No. 2161, To ensure that States measure and report on indicators of student access to critical educational resources and identify disparities in such resources, and for other purposes.;46;50
239;15-Jul;On the Amendment;S. 1177;Heitkamp Amdt. No. 2171, To reinstate grants to improve the mental health of children.;58;39
238;15-Jul;On the Amendment;S. 1177;Markey Amdt. No. 2176, To establish a climate change education program.;44;53
237;15-Jul;On the Cloture Motion;S. 1177;Motion to Invoke Cloture on the Alexander Amdt. No. 2089, In the nature of a substitute.;86;12
236;14-Jul;On the Amendment;S. 1177;Franken Amdt. No. 2093, To end discrimination based on actual or perceived sexual orientation or gender identity in public schools.;52;45
235;14-Jul;On the Amendment;S. 1177;Lee Amdt No. 2162, To amend the Elementary and Secondary Education Act of 1965 relating to parental notification and opt-out of assessments.;32;64
234;14-Jul;On the Amendment;S. 1177;Isakson Amdt. No. 2194, To require local educational agencies to inform parents of any State or local educational agency policy, procedure, or parental right regarding student participation in any mandated assessments for that school year.;97;0
233;14-Jul;On the Amendment;S. 1177;Booker Amdt. No. 2169, To require a State's report card to include information on the graduation rates of homeless children and children in foster care.;56;40
232;14-Jul;On the Amendment;S. 1177;Scott Amdt. No. 2132, To expand opportunity by allowing Title I funds to follow low-income children.;45;51
231;13-Jul;On the Amendment;S. 1177;Hatch Amdt. No. 2080, To establish a committee on student privacy policy.;89;0
230;09-Jul;On the Motion;H.R. 1735;Reed Motion to Instruct Conferees Re: H.R. 1735, An act to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.;44;52
229;09-Jul;On the Cloture Motion;H.R. 1735;Motion to Invoke Cloture on the Motion to Insist on the Senate Amendment, Agree to the Request for Conference, and Authorize the Presiding Officer to Appoint Conferees Re: H.R. 1735, An act to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.;81;15
228;09-Jul;On the Amendment;S. 1177;Toomey Amdt. No. 2094 As Modified, To ensure that States have policies or procedures that prohibit aiding or abetting of sexual abuse, and for other purposes.;98;0
227;09-Jul;On the Amendment;S. 1177;Brown Amdt. No. 2099, To amend part A of title IV of the Elementary and Secondary Education Act of 1965 to allow funds provided under such part to be used for a site resource coordinator.;98;0
226;09-Jul;On the Amendment;S. 1177;Daines Amdt. No. 2110, To allow a State to submit a declaration of intent to the Secretary of Education to combine certain funds to improve the academic achievement of students.;44;54
225;08-Jul;On the Amendment;S. 1177;Alexander Amdt. No. 2139, To allow States to let Federal funds for the education of disadvantaged children follow low-income children to the accredited or otherwise State-approved public school, private school, or supplemental educational services program they attend.;45;52
224;08-Jul;On the Amendment;S. 1177;Tester Amdt. No. 2107, To restore sections of the Elementary and Secondary Education Act of 1965.;56;41
223;08-Jul;On the Amendment;S. 1177;Hirono Amdt. No. 2109, To amend section 1111(b)(2)(B)(xi) to provide for additional disaggregation for local educational agencies with a total of not less than 1,000 Asian and Native Hawaiian or Pacific Islander students.;47;50
222;08-Jul;On the Amendment;S. 1177;Reed. Amdt. No. 2085, To amend the Elementary and Secondary Education Act of 1965 regarding school librarians and effective school library programs.;98;0
221;07-Jul;On the Nomination;PN12;Confirmation Kara Farnandez Stoll, of Virginia, to be U.S. Circuit Judge for the Federal Circuit;95;0
220;24-Jun;On the Cloture Motion;H.R. 1295;Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1295 with Amendment No. 2065, An act to extend the African Growth and Opportunity Act, the Generalized System of Preferences, the preferential duty treatment program for Haiti, and for other purposes.;76;22
219;24-Jun;On the Motion;H.R. 2146;Motion to Concur in the House Amendment to the Senate Amendment to H.R. 2146, A bill to amend the Internal Revenue Code of 1986 to allow Federal law enforcement officers, firefighters, and air traffic controllers to make penalty-free withdrawals from governmental plans after age 50, and for other purposes.;60;38
218;23-Jun;On the Cloture Motion;H.R. 2146;Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 2146, A bill to amend the Internal Revenue Code of 1986 to allow Federal law enforcement officers, firefighters, and air traffic controllers to make penalty-free withdrawals from governmental plans after age 50, and for other purposes.;60;37
217;22-Jun;On the Nomination;PN414;Confirmation Peter V. Neffenger, of Ohio, to be an Assistant Secretary of Homeland Security;81;1
216;18-Jun;On Cloture on the Motion to Proceed;H.R. 2685;Motion to Invoke Cloture on the Motion to Proceed to H.R. 2685, A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2016, and for other purposes.;50;45
215;18-Jun;On Passage of the Bill;H.R. 1735;H.R. 1735 As Amended, An act to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.;71;25
214;17-Jun;On the Cloture Motion;H.R. 1735;Motion to Invoke Cloture on H.R. 1735, An act to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.;84;14
213;16-Jun;On the Amendment;H.R. 1735;Vitter Amdt. No. 1473 As Further Modified, To limit the retirement of Army combat units, and to provide an offset.;26;73
212;16-Jun;On the Cloture Motion;H.R. 1735;Motion to Invoke Cloture on McCain Amdt. No. 1463, In the nature of a substitute.;83;15
211;16-Jun;On the Amendment;H.R. 1735;Gillibrand Amdt. No. 1578, To reform procedures for determinations to proceed to trial by court-martial for certain offenses under the Uniform Code of Military Justice.;50;49
210;16-Jun;On the Amendment;H.R. 1735;Ernst Amdt. No. 1549, To provide for a temporary, emergency authorization of defense articles, defense services, and related training directly to the Kurdistan Regional Government.;54;45
209;16-Jun;On the Amendment;H.R. 1735;McCain Amdt. No. 1889, To reaffirm the prohibition on torture.;78;21
208;15-Jun;On the Nomination;PN88;Confirmation Matthew T. McGuire, of the District of Columbia, to be U.S. Executive Director of the International Bank for Reconstruction and Development;62;24
207;11-Jun;On the Cloture Motion;H.R. 1735;Motion to Invoke Cloture on Burr Amdt. No. 1569 As Modified, To improve cybersecurity in the United States through enhanced sharing of information about cybersecurity threats.;56;40
206;10-Jun;On the Motion to Table;H.R. 1735;Motion to Table Kirk Amdt. No. 1986, To reauthorize and reform the Export-Import Bank of the United States.;31;65
205;09-Jun;On the Amendment;H.R. 1735;Reed Amdt. No. 1521, To limit the availability of amounts authorized to be appropriated for overseas contingency operations pending relief from the spending limits under the Budget Control Act of 2011.;46;51
204;04-Jun;On the Amendment;H.R. 1735;Tillis Amdt. No. 1506, To provide for the stationing of C-130 H aircraft avionics previously modified by the Avionics Modernization Program (AMP) in support of daily training and contingency requirements for Airborne and Special Operations Forces.;48;44
203;04-Jun;On the Amendment;H.R. 1735;Shaheen Amdt. No. 1494, To revise the definition of spouse for purposes of veterans benefits in recognition of new State definitions of spouse.;53;42
202;04-Jun;On the Amendment;H.R. 1735;Portman Amdt. No. 1522, To provide additional amounts for procurement and for research, development, test, and evaluation for Stryker Lethality Upgrades, and to provide an offset.;61;34
201;02-Jun;On Passage of the Bill;H.R. 2048;H.R. 2048, A bill to reform the authorities of the Federal Government to require the production of certain business records, conduct electronic surveillance, use pen registers and trap and trace devices, and use other forms of information gathering for foreign intelligence, counterterrorism, and criminal purposes, and for other purposes.;67;32
200;02-Jun;On the Amendment;H.R. 2048;McConnell Amdt. No. 1449, In the nature of a substitute.;43;56
199;02-Jun;On the Amendment;H.R. 2048;McConnell Amdt. No. 1450, Of a perfecting nature.;44;54
198;02-Jun;On the Amendment;H.R. 2048;McConnell Amdt. No. 1451, Of a perfecting nature.;42;56
197;02-Jun;On the Cloture Motion;H.R. 2048;Motion to Invoke Cloture on H.R. 2048, A bill to reform the authorities of the Federal Government to require the production of certain business records, conduct electronic surveillance, use pen registers and trap and trace devices, and use other forms of information gathering for foreign intelligence, counterterrorism, and criminal purposes, and for other purposes.;83;14
196;31-May;On Cloture on the Motion to Proceed;H.R. 2048;Upon Reconsideration Motion to Invoke Cloture on the Motion to Proceed to H.R. 2048, A bill to reform the authorities of the Federal Government to require the production of certain business records, conduct electronic surveillance, use pen registers and trap and trace devices, and use other forms of information gathering for foreign intelligence, counterterrorism, and criminal purposes, and for other purposes.;77;17
195;23-May;On Cloture on the Motion to Proceed;S. 1357;Motion to Invoke Cloture on the Motion to Proceed to S. 1357, A bill to extend authority relating to roving surveillance, access to business records, and individual terrorists as agents of foreign powers under the Foreign Intelligence Surveillance Act of 1978 until July 31, 2015, and for other purposes.;45;54
